"Country","Zone","Product_Category","Customer_Rating","Feedback_Type","Volume_of_Feedback","Date"
"Germany","East","Carbonated Drinks","5","Positive","468","2024-04-10"
"China","East","Carbonated Drinks","3","Negative","255","2024-04-10"
"India","North","Juices","4","Positive","378","2024-04-10"
"Germany","South","Carbonated Drinks","4","Positive","485","2024-04-10"
"India","North","Juices","4","Negative","391","2024-04-10"
"India","South","Carbonated Drinks","2","Negative","93","2024-04-10"
"India","North","Carbonated Drinks","3","Positive","131","2024-04-10"
"Brazil","East","Carbonated Drinks","1","Positive","76","2024-04-10"
"Germany","South","Juices","2","Negative","204","2024-04-10"
"Germany","South","Carbonated Drinks","1","Positive","112","2024-04-10"
"China","North","Juices","3","Positive","484","2024-04-10"
"Brazil","South","Water","1","Positive","330","2024-04-10"
"Brazil","South","Carbonated Drinks","3","Negative","102","2024-04-10"
"Germany","West","Carbonated Drinks","4","Positive","95","2024-04-10"
"Brazil","West","Water","1","Positive","182","2024-04-10"
"Brazil","North","Water","3","Positive","199","2024-04-10"
"China","South","Water","5","Positive","132","2024-04-11"
"Brazil","South","Carbonated Drinks","1","Positive","115","2024-04-11"
"Germany","West","Water","1","Negative","157","2024-04-11"
"Germany","South","Carbonated Drinks","1","Negative","365","2024-04-11"
"Germany","North","Water","1","Positive","77","2024-04-11"
"Brazil","South","Water","5","Negative","358","2024-04-11"
"USA","North","Juices","2","Positive","81","2024-04-11"
"USA","South","Water","1","Negative","250","2024-04-11"
"Brazil","North","Juices","2","Positive","219","2024-04-11"
"Brazil","West","Juices","5","Positive","121","2024-04-11"
"China","East","Carbonated Drinks","2","Positive","348","2024-04-11"
"Germany","North","Juices","4","Positive","184","2024-04-11"
"India","North","Carbonated Drinks","1","Positive","183","2024-04-11"
"India","West","Water","5","Negative","427","2024-04-11"
"China","West","Juices","3","Negative","397","2024-04-11"
"India","East","Juices","4","Negative","136","2024-04-11"
"India","North","Carbonated Drinks","5","Negative","399","2024-04-11"
"Brazil","West","Water","2","Negative","330","2024-04-11"
"Brazil","South","Carbonated Drinks","1","Negative","162","2024-04-11"
"Brazil","East","Carbonated Drinks","5","Positive","78","2024-04-11"
"India","North","Water","3","Negative","323","2024-04-11"
"China","East","Water","3","Positive","431","2024-04-11"
"Germany","East","Juices","3","Negative","407","2024-04-11"
"China","South","Water","3","Negative","216","2024-04-11"
"USA","South","Carbonated Drinks","3","Positive","153","2024-04-12"
"Brazil","South","Carbonated Drinks","2","Negative","382","2024-04-12"
"Brazil","North","Juices","1","Positive","472","2024-04-12"
"USA","South","Juices","2","Positive","97","2024-04-12"
"Brazil","West","Juices","2","Negative","173","2024-04-12"
"USA","West","Carbonated Drinks","4","Negative","293","2024-04-12"
"India","South","Water","5","Positive","130","2024-04-12"
"India","West","Carbonated Drinks","4","Positive","86","2024-04-12"
"Brazil","North","Carbonated Drinks","3","Negative","342","2024-04-12"
"China","West","Juices","1","Negative","184","2024-04-12"
"USA","West","Juices","1","Negative","440","2024-04-12"
"Germany","North","Juices","5","Negative","186","2024-04-12"
"China","East","Water","4","Negative","135","2024-04-12"
"India","South","Carbonated Drinks","2","Negative","115","2024-04-12"
"Germany","North","Carbonated Drinks","2","Negative","118","2024-04-12"
"USA","West","Juices","3","Positive","396","2024-04-12"
"India","South","Carbonated Drinks","3","Negative","442","2024-04-12"
"Germany","East","Juices","2","Positive","63","2024-04-12"
"India","East","Juices","2","Negative","221","2024-04-12"
"China","East","Water","1","Positive","203","2024-04-12"
"Brazil","South","Carbonated Drinks","4","Positive","196","2024-04-12"
"China","West","Water","1","Positive","51","2024-04-12"
"USA","South","Juices","4","Positive","164","2024-04-12"
"China","South","Water","1","Negative","443","2024-04-12"
"India","North","Water","2","Negative","298","2024-04-13"
"Germany","North","Water","2","Negative","213","2024-04-13"
"China","South","Carbonated Drinks","2","Positive","231","2024-04-13"
"USA","South","Carbonated Drinks","4","Negative","86","2024-04-13"
"Brazil","South","Water","2","Positive","279","2024-04-13"
"China","North","Water","1","Negative","381","2024-04-13"
"China","East","Water","3","Positive","175","2024-04-13"
"China","West","Water","2","Positive","229","2024-04-13"
"Germany","North","Water","1","Positive","440","2024-04-13"
"USA","West","Juices","4","Positive","371","2024-04-13"
"Brazil","East","Carbonated Drinks","1","Negative","467","2024-04-13"
"USA","South","Water","5","Negative","195","2024-04-13"
"USA","South","Juices","1","Positive","61","2024-04-13"
"China","West","Carbonated Drinks","5","Positive","200","2024-04-13"
"China","East","Water","3","Negative","443","2024-04-13"
"Brazil","North","Carbonated Drinks","2","Positive","257","2024-04-13"
"India","South","Water","4","Positive","331","2024-04-13"
"Brazil","East","Juices","4","Negative","116","2024-04-13"
"Brazil","West","Water","2","Negative","167","2024-04-13"
"China","North","Juices","3","Negative","89","2024-04-13"
"Brazil","East","Carbonated Drinks","5","Negative","101","2024-04-13"
"Germany","South","Juices","4","Negative","387","2024-04-13"
"India","East","Carbonated Drinks","1","Negative","344","2024-04-13"
"Brazil","South","Carbonated Drinks","5","Negative","479","2024-04-13"
"China","East","Juices","4","Negative","387","2024-04-14"
"Brazil","East","Carbonated Drinks","1","Negative","414","2024-04-14"
"India","East","Water","2","Negative","313","2024-04-14"
"Brazil","East","Juices","4","Positive","110","2024-04-14"
"India","East","Carbonated Drinks","2","Positive","116","2024-04-14"
"Germany","North","Juices","2","Positive","371","2024-04-14"
"China","South","Water","4","Positive","217","2024-04-14"
"Brazil","North","Carbonated Drinks","5","Positive","262","2024-04-14"
"China","South","Carbonated Drinks","3","Negative","421","2024-04-14"
"Brazil","East","Water","5","Negative","330","2024-04-14"
"Brazil","East","Juices","2","Positive","98","2024-04-14"
"Brazil","South","Carbonated Drinks","5","Negative","461","2024-04-14"
"China","North","Water","2","Negative","197","2024-04-14"
"Brazil","South","Water","1","Negative","440","2024-04-14"
"Brazil","East","Carbonated Drinks","1","Negative","89","2024-04-14"
"India","East","Juices","2","Negative","127","2024-04-14"
"China","West","Carbonated Drinks","1","Negative","235","2024-04-14"
"China","North","Carbonated Drinks","2","Positive","279","2024-04-14"
"Brazil","South","Carbonated Drinks","3","Negative","239","2024-04-14"
"Germany","South","Juices","5","Positive","234","2024-04-14"
"Germany","South","Water","2","Positive","182","2024-04-14"
"China","South","Water","1","Positive","434","2024-04-14"
"Germany","South","Carbonated Drinks","3","Negative","94","2024-04-14"
"USA","South","Water","2","Positive","421","2024-04-14"
"Germany","West","Water","5","Positive","423","2024-04-15"
"USA","West","Carbonated Drinks","4","Negative","123","2024-04-15"
"USA","South","Juices","1","Positive","386","2024-04-15"
"India","North","Juices","5","Positive","356","2024-04-15"
"Brazil","West","Juices","4","Positive","307","2024-04-15"
"Brazil","South","Carbonated Drinks","3","Negative","121","2024-04-15"
"China","East","Juices","5","Positive","195","2024-04-15"
"India","West","Carbonated Drinks","3","Positive","380","2024-04-15"
"Brazil","East","Juices","4","Negative","51","2024-04-15"
"USA","West","Carbonated Drinks","5","Positive","292","2024-04-15"
"Brazil","South","Carbonated Drinks","1","Negative","379","2024-04-15"
"India","South","Juices","5","Positive","136","2024-04-15"
"India","North","Juices","2","Positive","359","2024-04-15"
"China","East","Water","3","Positive","233","2024-04-15"
"Brazil","South","Water","4","Positive","291","2024-04-15"
"USA","South","Carbonated Drinks","3","Positive","228","2024-04-15"
"Germany","East","Water","3","Negative","334","2024-04-15"
"China","North","Carbonated Drinks","3","Positive","322","2024-04-15"
"India","East","Carbonated Drinks","1","Negative","85","2024-04-15"
"USA","South","Juices","4","Negative","357","2024-04-15"
"USA","West","Water","2","Negative","80","2024-04-15"
"USA","East","Water","1","Negative","245","2024-04-15"
"China","North","Juices","3","Positive","450","2024-04-15"
"Germany","South","Water","5","Negative","288","2024-04-15"
"India","West","Juices","5","Negative","101","2024-04-16"
"China","North","Water","3","Positive","469","2024-04-16"
"China","South","Water","5","Positive","57","2024-04-16"
"Germany","East","Water","2","Positive","105","2024-04-16"
"USA","North","Juices","5","Negative","73","2024-04-16"
"China","South","Water","5","Negative","303","2024-04-16"
"USA","West","Water","1","Negative","315","2024-04-16"
"India","South","Water","5","Negative","200","2024-04-16"
"China","South","Carbonated Drinks","1","Positive","317","2024-04-16"
"USA","East","Juices","5","Negative","182","2024-04-16"
"India","West","Water","4","Positive","84","2024-04-16"
"China","West","Juices","3","Negative","331","2024-04-16"
"China","East","Water","5","Negative","277","2024-04-16"
"Germany","South","Juices","3","Negative","328","2024-04-16"
"India","North","Juices","1","Positive","285","2024-04-16"
"China","North","Water","4","Negative","337","2024-04-16"
"India","South","Carbonated Drinks","5","Positive","242","2024-04-16"
"India","East","Carbonated Drinks","1","Positive","366","2024-04-16"
"Germany","East","Water","2","Negative","347","2024-04-16"
"Brazil","West","Carbonated Drinks","5","Positive","312","2024-04-16"
"Brazil","East","Juices","4","Positive","337","2024-04-16"
"Brazil","North","Carbonated Drinks","5","Negative","64","2024-04-16"
"Germany","North","Carbonated Drinks","1","Negative","286","2024-04-16"
"Germany","North","Water","1","Negative","268","2024-04-16"
"Germany","North","Water","3","Negative","455","2024-04-17"
"Germany","West","Water","1","Positive","323","2024-04-17"
"India","South","Water","4","Positive","400","2024-04-17"
"USA","North","Water","2","Positive","238","2024-04-17"
"Brazil","South","Carbonated Drinks","2","Positive","107","2024-04-17"
"China","West","Water","2","Negative","164","2024-04-17"
"India","East","Water","2","Positive","71","2024-04-17"
"Brazil","North","Carbonated Drinks","3","Positive","96","2024-04-17"
"USA","North","Juices","4","Negative","118","2024-04-17"
"USA","South","Juices","3","Negative","284","2024-04-17"
"USA","North","Juices","4","Negative","436","2024-04-17"
"India","North","Juices","2","Positive","118","2024-04-17"
"India","East","Juices","5","Negative","321","2024-04-17"
"China","North","Juices","3","Negative","468","2024-04-17"
"Germany","South","Juices","3","Positive","102","2024-04-17"
"Germany","East","Carbonated Drinks","4","Negative","190","2024-04-17"
"Brazil","North","Water","1","Negative","317","2024-04-17"
"Brazil","East","Juices","4","Positive","266","2024-04-17"
"Brazil","South","Water","3","Positive","278","2024-04-17"
"India","East","Juices","5","Positive","177","2024-04-17"
"Brazil","North","Juices","4","Negative","212","2024-04-17"
"USA","North","Water","2","Negative","359","2024-04-17"
"India","West","Water","4","Negative","461","2024-04-17"
"China","West","Carbonated Drinks","1","Negative","344","2024-04-17"
"India","East","Water","2","Negative","125","2024-04-18"
"Germany","South","Water","1","Positive","167","2024-04-18"
"China","West","Juices","5","Positive","176","2024-04-18"
"India","East","Juices","1","Negative","308","2024-04-18"
"China","North","Water","3","Positive","475","2024-04-18"
"Germany","North","Carbonated Drinks","1","Positive","136","2024-04-18"
"Germany","South","Water","1","Positive","481","2024-04-18"
"Germany","North","Juices","1","Positive","407","2024-04-18"
"USA","East","Juices","4","Negative","378","2024-04-18"
"USA","East","Carbonated Drinks","5","Positive","478","2024-04-18"
"USA","East","Water","5","Positive","266","2024-04-18"
"China","East","Water","3","Negative","308","2024-04-18"
"Germany","West","Water","5","Negative","443","2024-04-18"
"India","West","Water","1","Positive","128","2024-04-18"
"USA","East","Carbonated Drinks","1","Negative","155","2024-04-18"
"India","South","Juices","2","Negative","308","2024-04-18"
"India","West","Carbonated Drinks","3","Negative","274","2024-04-18"
"USA","South","Juices","3","Positive","95","2024-04-18"
"India","North","Carbonated Drinks","1","Negative","473","2024-04-18"
"Germany","West","Water","3","Positive","100","2024-04-18"
"USA","West","Juices","4","Negative","371","2024-04-18"
"India","South","Water","2","Negative","226","2024-04-18"
"Germany","South","Water","3","Negative","240","2024-04-18"
"India","West","Juices","4","Negative","278","2024-04-18"
"USA","South","Water","1","Positive","311","2024-04-19"
"USA","South","Carbonated Drinks","2","Positive","496","2024-04-19"
"Brazil","West","Juices","1","Negative","410","2024-04-19"
"India","East","Juices","5","Positive","338","2024-04-19"
"Brazil","East","Carbonated Drinks","1","Positive","246","2024-04-19"
"Germany","East","Juices","5","Positive","227","2024-04-19"
"India","North","Water","2","Positive","333","2024-04-19"
"India","West","Water","1","Positive","495","2024-04-19"
"India","East","Water","3","Positive","407","2024-04-19"
"Brazil","North","Water","1","Negative","106","2024-04-19"
"India","West","Juices","3","Negative","198","2024-04-19"
"Brazil","North","Carbonated Drinks","3","Positive","450","2024-04-19"
"India","South","Water","5","Positive","211","2024-04-19"
"USA","West","Juices","2","Positive","489","2024-04-19"
"USA","South","Carbonated Drinks","5","Positive","360","2024-04-19"
"India","South","Water","3","Positive","454","2024-04-19"
"Germany","West","Juices","2","Negative","331","2024-04-19"
"Brazil","East","Juices","4","Negative","275","2024-04-19"
