"Country","Zone","Product_ID","Product_Category","Units_Sold","Revenue","Cost_of_Goods_Sold","Date"
"USA","North","P76","Water","222","2144.26","2407.71","2024-04-12"
"China","East","P7","Carbonated Drinks","668","1769.67","692.36","2024-04-12"
"China","East","P20","Juices","891","4492.64","2270.14","2024-04-12"
"USA","South","P6","Carbonated Drinks","444","1406.34","2895.66","2024-04-12"
"China","South","P33","Carbonated Drinks","265","2325.4","1985.5","2024-04-12"
"USA","North","P74","Water","852","3896.08","2032.64","2024-04-12"
"USA","South","P6","Water","147","4701.04","1533.22","2024-04-12"
"USA","West","P46","Carbonated Drinks","296","3003.99","942.3","2024-04-12"
"Germany","East","P85","Juices","564","1483.63","2183.71","2024-04-12"
"India","South","P12","Carbonated Drinks","311","4985.82","1836.95","2024-04-12"
"China","North","P52","Juices","516","2565.45","1119.29","2024-04-12"
"Germany","West","P56","Water","713","2944.93","1158.73","2024-04-12"
"Germany","South","P71","Carbonated Drinks","915","4198.49","2932.28","2024-04-12"
"China","West","P51","Juices","243","4844.32","1814.23","2024-04-12"
"Brazil","East","P1","Carbonated Drinks","937","3208.79","859.46","2024-04-12"
"India","East","P20","Carbonated Drinks","108","4424.25","1024.15","2024-04-12"
"China","South","P71","Carbonated Drinks","528","3557.18","1461.11","2024-04-12"
"Germany","South","P16","Carbonated Drinks","939","4072.24","2800.19","2024-04-12"
"Germany","North","P88","Carbonated Drinks","667","1911.37","1920.88","2024-04-12"
"USA","East","P61","Carbonated Drinks","831","1435.23","2101.17","2024-04-12"
"Germany","East","P86","Water","356","1148.66","1110.5","2024-04-12"
"Germany","South","P28","Carbonated Drinks","945","4351.87","2240.31","2024-04-12"
"China","North","P43","Water","895","2015.93","2616.36","2024-04-13"
"China","South","P11","Water","412","1987.39","1086.98","2024-04-13"
"China","West","P28","Carbonated Drinks","266","2096.67","2662.28","2024-04-13"
"India","North","P83","Water","390","1613.28","2602.8","2024-04-13"
"Germany","West","P7","Carbonated Drinks","405","3744.02","2381.34","2024-04-13"
"Brazil","North","P67","Water","911","2593.84","1181.72","2024-04-13"
"China","West","P75","Carbonated Drinks","487","1427.61","712.1","2024-04-13"
"Brazil","East","P70","Juices","222","2431.71","1706.53","2024-04-13"
"India","West","P60","Juices","658","2136.44","1430.36","2024-04-13"
"China","North","P45","Water","582","1940.23","2760.94","2024-04-13"
"Germany","East","P8","Juices","995","4934.56","2940.13","2024-04-13"
"India","West","P65","Carbonated Drinks","421","2529.06","524.13","2024-04-13"
"China","South","P4","Juices","652","1576.96","1869.09","2024-04-13"
"India","North","P2","Water","958","3624.96","2878.15","2024-04-13"
"USA","North","P18","Juices","318","3595.31","1116.98","2024-04-13"
"Germany","North","P67","Water","523","3035.19","2770","2024-04-13"
"USA","East","P13","Carbonated Drinks","616","2225.84","959.42","2024-04-13"
"USA","East","P50","Water","464","3727.08","2492.36","2024-04-13"
"USA","South","P14","Juices","471","2340.9","2825.76","2024-04-13"
"USA","East","P60","Carbonated Drinks","560","4135.08","2969.85","2024-04-13"
"USA","West","P67","Juices","645","3627.71","1495.93","2024-04-13"
"Brazil","East","P10","Juices","304","2650.74","2622.1","2024-04-13"
"USA","South","P43","Water","827","3722.44","1114.26","2024-04-13"
"China","North","P37","Water","780","1090.89","1925.05","2024-04-13"
"Germany","West","P2","Juices","320","2711.52","761.05","2024-04-14"
"India","West","P24","Carbonated Drinks","389","1651.84","2516.34","2024-04-14"
"Brazil","East","P1","Juices","943","2057.62","2664.36","2024-04-14"
"USA","West","P27","Water","333","4334.17","2162.02","2024-04-14"
"Brazil","South","P64","Water","495","2692","1841.47","2024-04-14"
"Germany","South","P91","Water","651","1346.13","2519.95","2024-04-14"
"China","East","P29","Juices","222","1322.8","1717.4","2024-04-14"
"India","South","P88","Carbonated Drinks","443","1580.66","2498.48","2024-04-14"
"China","West","P36","Juices","176","3000.83","2157.43","2024-04-14"
"China","South","P58","Juices","972","2227.08","2591.54","2024-04-14"
"China","North","P75","Water","632","1536.06","2203.54","2024-04-14"
"Brazil","North","P32","Carbonated Drinks","947","4726.09","1741.08","2024-04-14"
"India","North","P10","Juices","446","4031.07","1522.06","2024-04-14"
"India","South","P45","Juices","120","4671.29","1410.33","2024-04-14"
"India","North","P23","Carbonated Drinks","599","3965.66","1126.74","2024-04-14"
"Brazil","West","P13","Juices","320","3976.8","2303.35","2024-04-14"
"Germany","West","P8","Carbonated Drinks","882","3761.92","720.4","2024-04-14"
"USA","North","P78","Carbonated Drinks","412","2854.15","892.31","2024-04-14"
"Germany","West","P3","Carbonated Drinks","478","3865.43","1455.32","2024-04-14"
"Germany","West","P1","Water","128","1782.66","1059.94","2024-04-14"
"China","East","P99","Water","278","4092.73","2859.04","2024-04-14"
"Brazil","North","P47","Water","679","3963.82","905.68","2024-04-14"
"Germany","North","P22","Carbonated Drinks","635","1284.8","2857.47","2024-04-14"
"India","North","P90","Carbonated Drinks","445","1335.4","2632.9","2024-04-14"
"Brazil","East","P93","Water","794","3859.74","1556.91","2024-04-15"
"USA","South","P88","Juices","455","4606.72","2196.81","2024-04-15"
"China","South","P61","Carbonated Drinks","629","2090.96","2398.27","2024-04-15"
"China","West","P46","Carbonated Drinks","840","2371.87","2605.13","2024-04-15"
"China","West","P49","Carbonated Drinks","582","1235.45","2777.39","2024-04-15"
"China","North","P81","Water","762","2226.82","1040.93","2024-04-15"
"Germany","East","P64","Water","884","4473.77","2633.88","2024-04-15"
"Germany","East","P76","Juices","320","1398.78","1863.05","2024-04-15"
"Brazil","South","P39","Carbonated Drinks","860","1265.65","610.27","2024-04-15"
"USA","North","P70","Juices","726","3500.45","1162.73","2024-04-15"
"China","West","P37","Carbonated Drinks","220","1658.99","918.12","2024-04-15"
"Brazil","South","P53","Juices","646","4164.76","2818.76","2024-04-15"
"India","South","P67","Water","703","4980.01","1046.87","2024-04-15"
"Germany","East","P40","Carbonated Drinks","616","2296.37","1975.2","2024-04-15"
"Germany","East","P2","Water","329","4537.3","2825.32","2024-04-15"
"China","South","P30","Water","760","3622.47","1251.65","2024-04-15"
"Germany","East","P92","Water","469","1390.07","2330.97","2024-04-15"
"Germany","West","P5","Water","186","2712.95","2945.32","2024-04-15"
"China","South","P13","Carbonated Drinks","379","1025.52","1415.74","2024-04-15"
"India","North","P83","Carbonated Drinks","355","1792.44","2353.77","2024-04-15"
"China","East","P4","Carbonated Drinks","314","2087.75","2476.43","2024-04-15"
"Brazil","South","P41","Carbonated Drinks","387","4563.1","1081.68","2024-04-15"
"China","East","P62","Carbonated Drinks","928","4113.02","2982.36","2024-04-15"
"Brazil","South","P14","Juices","932","2358","1962.37","2024-04-15"
"China","West","P81","Carbonated Drinks","436","2479.36","2146.51","2024-04-16"
"USA","East","P57","Water","952","1193.48","2375.92","2024-04-16"
"Germany","North","P80","Carbonated Drinks","789","1102.72","2628.88","2024-04-16"
"Germany","West","P61","Carbonated Drinks","119","2908.95","1778.34","2024-04-16"
"Germany","South","P16","Carbonated Drinks","369","3031.72","2454.69","2024-04-16"
"China","East","P38","Carbonated Drinks","250","3554.33","825.86","2024-04-16"
"USA","East","P77","Carbonated Drinks","313","2722.35","1648.48","2024-04-16"
"Brazil","West","P31","Water","536","4399.15","2399.53","2024-04-16"
"Germany","North","P5","Water","296","4862.06","1397.37","2024-04-16"
"USA","East","P55","Water","434","1046.72","1091.32","2024-04-16"
"Germany","North","P54","Carbonated Drinks","574","4047.18","2187.82","2024-04-16"
"Brazil","North","P77","Carbonated Drinks","384","1152.17","1650.97","2024-04-16"
"India","North","P24","Water","721","1961.11","796.78","2024-04-16"
"China","South","P57","Juices","140","2781.04","1034.63","2024-04-16"
"China","North","P3","Carbonated Drinks","617","2530.86","2928.31","2024-04-16"
"China","East","P82","Water","907","3342.76","1428.09","2024-04-16"
"China","West","P74","Water","667","3722.17","638.29","2024-04-16"
"Brazil","West","P75","Carbonated Drinks","766","1135.72","1753.28","2024-04-16"
"Brazil","North","P40","Juices","722","2572.46","588.12","2024-04-16"
"USA","North","P76","Carbonated Drinks","931","2665.57","689.64","2024-04-16"
"Brazil","West","P21","Juices","300","1719.2","2519.46","2024-04-16"
"India","South","P70","Water","345","1697.94","1623.43","2024-04-16"
"USA","North","P60","Water","328","1407.08","850.19","2024-04-16"
"India","West","P22","Juices","939","2444.43","568.26","2024-04-16"
"India","East","P94","Juices","544","4917.29","947.29","2024-04-17"
"China","East","P67","Water","329","3694.3","1513.33","2024-04-17"
"USA","East","P71","Juices","121","3680.52","1390.42","2024-04-17"
"China","South","P25","Juices","510","3411.25","2176.69","2024-04-17"
"Brazil","East","P26","Juices","522","3468.84","673.85","2024-04-17"
"Germany","South","P41","Water","622","2736.28","2173.15","2024-04-17"
"USA","West","P6","Juices","137","2477.34","1557.49","2024-04-17"
"Brazil","West","P29","Carbonated Drinks","860","3534.99","2116.9","2024-04-17"
"Brazil","East","P79","Juices","987","4030.64","2701.49","2024-04-17"
"China","West","P25","Water","597","4053.3","1251.93","2024-04-17"
"China","South","P56","Carbonated Drinks","472","4088.59","2832.47","2024-04-17"
"India","South","P7","Juices","839","3093.18","2267.11","2024-04-17"
"Brazil","South","P39","Juices","112","1991.85","2452.27","2024-04-17"
"Brazil","South","P15","Juices","710","3822.78","749.65","2024-04-17"
"USA","South","P31","Water","925","4308.34","829.71","2024-04-17"
"China","East","P54","Juices","295","1175.54","611.91","2024-04-17"
"China","South","P48","Juices","609","2219.71","2345.1","2024-04-17"
"Germany","South","P82","Carbonated Drinks","426","4649.64","1392.02","2024-04-17"
"USA","South","P21","Water","924","2437.48","2894.86","2024-04-17"
"Brazil","West","P99","Juices","263","4927.92","985.11","2024-04-17"
"India","West","P42","Carbonated Drinks","993","3547.56","1277.51","2024-04-17"
"China","West","P28","Juices","489","2344.22","2293.87","2024-04-17"
"Brazil","North","P49","Carbonated Drinks","124","1365.38","2192.16","2024-04-17"
"China","West","P90","Juices","766","1528.78","2566.57","2024-04-17"
"USA","North","P2","Carbonated Drinks","252","1554.31","2625.87","2024-04-18"
"India","North","P31","Carbonated Drinks","905","3811.11","1251.68","2024-04-18"
"India","West","P25","Water","238","2365.77","599.92","2024-04-18"
"USA","North","P37","Water","992","1350.28","1993.32","2024-04-18"
"Brazil","East","P52","Water","312","2448.42","2239.01","2024-04-18"
"Brazil","South","P31","Water","558","3683.01","1847.97","2024-04-18"
"Germany","North","P81","Carbonated Drinks","411","1113.76","2615.85","2024-04-18"
"Brazil","East","P100","Water","739","2714.67","2795.5","2024-04-18"
"Germany","West","P44","Water","617","3566.38","2629.87","2024-04-18"
"Germany","East","P83","Water","725","1743.02","630.48","2024-04-18"
"USA","South","P91","Carbonated Drinks","945","2028.04","2880.8","2024-04-18"
"India","North","P91","Water","904","1980.83","1208.39","2024-04-18"
"China","West","P3","Carbonated Drinks","533","4577.93","1362.99","2024-04-18"
"India","East","P84","Juices","161","1163.57","1324.32","2024-04-18"
"USA","East","P91","Water","129","2407.87","581.64","2024-04-18"
"USA","East","P88","Carbonated Drinks","497","3128.98","1872.47","2024-04-18"
"Brazil","South","P30","Water","398","3992.99","1783.22","2024-04-18"
"Germany","East","P31","Juices","859","4730.84","1410.91","2024-04-18"
"Germany","East","P12","Carbonated Drinks","114","2687.99","853.65","2024-04-18"
"India","West","P23","Carbonated Drinks","300","3424.13","2657.49","2024-04-18"
"Germany","West","P20","Juices","289","4006.13","1158.66","2024-04-18"
"India","West","P17","Water","715","3907.55","1815.66","2024-04-18"
"Brazil","East","P96","Juices","685","2179.61","690.04","2024-04-18"
"India","South","P29","Water","228","2892.14","2041.22","2024-04-18"
"India","West","P18","Juices","165","1615.87","587.3","2024-04-19"
"USA","South","P38","Water","843","4903.61","1590.08","2024-04-19"
"USA","East","P87","Water","302","2501.04","2050.79","2024-04-19"
"USA","West","P28","Juices","355","1816.73","1829.22","2024-04-19"
"China","North","P72","Juices","615","2675.47","2126.56","2024-04-19"
"Germany","North","P69","Carbonated Drinks","932","1143.02","698.74","2024-04-19"
"Brazil","North","P42","Carbonated Drinks","148","1561.06","2440.76","2024-04-19"
"Brazil","North","P38","Carbonated Drinks","192","1570.41","1173.73","2024-04-19"
"USA","West","P55","Juices","846","2132.2","1605.89","2024-04-19"
"China","East","P20","Carbonated Drinks","507","3538.57","2362.21","2024-04-19"
"USA","South","P79","Water","240","4913.58","831.88","2024-04-19"
"China","East","P75","Carbonated Drinks","307","4346.87","672.99","2024-04-19"
"USA","North","P74","Water","474","1339.3","1691","2024-04-19"
"China","East","P94","Juices","302","1713.2","1810.27","2024-04-19"
"Brazil","South","P31","Juices","518","2957.16","2219.71","2024-04-19"
"China","West","P5","Juices","383","3048.53","2515.15","2024-04-19"
"USA","South","P7","Juices","840","4366.68","1300.83","2024-04-19"
"Brazil","South","P68","Carbonated Drinks","951","1932.07","837.51","2024-04-19"
"Germany","West","P40","Water","944","4350.04","1087.2","2024-04-19"
"USA","West","P64","Carbonated Drinks","750","4437.89","1439.57","2024-04-19"
"India","North","P69","Carbonated Drinks","346","3045.54","549.13","2024-04-19"
"USA","East","P55","Carbonated Drinks","532","4373.76","1456.39","2024-04-19"
"China","South","P32","Water","910","4839.19","2826.39","2024-04-19"
"China","North","P74","Carbonated Drinks","316","3947.16","622.16","2024-04-19"
"Brazil","East","P19","Water","949","4121.31","1892.54","2024-04-20"
"USA","East","P73","Juices","566","1670.58","842.63","2024-04-20"
"USA","South","P15","Carbonated Drinks","661","1444.73","2608.04","2024-04-20"
"China","North","P78","Water","894","1057.26","1046.18","2024-04-20"
"USA","South","P56","Carbonated Drinks","454","3939.22","2637.57","2024-04-20"
"Germany","South","P26","Juices","840","1292.19","2021.77","2024-04-20"
"USA","South","P49","Carbonated Drinks","448","2111.94","867.42","2024-04-20"
"Germany","West","P83","Water","891","3954.87","2655.72","2024-04-20"
"India","West","P7","Juices","506","2793.32","1152.59","2024-04-20"
"USA","East","P66","Water","994","3918.56","1096.19","2024-04-20"
"China","East","P33","Juices","564","4913.02","2202.65","2024-04-20"
"Brazil","West","P99","Water","880","1978.99","1323.33","2024-04-20"
"China","North","P23","Juices","302","2968.88","1541.85","2024-04-20"
"Brazil","East","P35","Water","709","2960.7","1557.53","2024-04-20"
"USA","East","P17","Carbonated Drinks","691","2614.18","1602.27","2024-04-20"
"India","North","P45","Water","481","3723.83","1141.52","2024-04-20"
"Germany","West","P32","Juices","269","3740.85","1519.82","2024-04-20"
"China","West","P86","Water","750","2839.37","2430.95","2024-04-20"
"USA","South","P95","Carbonated Drinks","664","3319.31","750.33","2024-04-20"
"Brazil","East","P47","Juices","155","2979.33","818.75","2024-04-20"
"India","East","P17","Juices","711","4118.45","1678.82","2024-04-20"
"Brazil","North","P82","Juices","208","3912.61","1862.38","2024-04-20"
"Germany","East","P17","Carbonated Drinks","405","3353.2","1000.08","2024-04-20"
"India","North","P51","Carbonated Drinks","148","3603.42","1441.57","2024-04-20"
"India","East","P33","Juices","887","4499.62","1274.94","2024-04-21"
"India","South","P23","Carbonated Drinks","722","4038.78","663.82","2024-04-21"
"India","North","P40","Water","864","2788.45","2750.53","2024-04-21"
"India","East","P78","Carbonated Drinks","541","4223.75","1448.83","2024-04-21"
"Brazil","South","P2","Water","235","4952.55","2359.87","2024-04-21"
