"Country","Zone","Marketing_Spend","Campaign_Type","Customer_Reach","Brand_Awareness_Score","Date"
"China","North","7445.28","Traditional","55189","5","2024-04-18"
"India","East","13072.92","Traditional","23117","1","2024-04-18"
"Germany","South","16056.49","Traditional","98076","8","2024-04-18"
"USA","East","13542.09","Traditional","19575","10","2024-04-18"
"India","North","5920.13","Traditional","48741","8","2024-04-18"
"Brazil","East","14818.01","Traditional","67779","10","2024-04-18"
"China","West","7606.57","Digital","74076","5","2024-04-18"
"Germany","South","16773.98","Traditional","99871","4","2024-04-18"
"India","East","10184.85","Digital","59871","3","2024-04-18"
"China","North","18618.44","Digital","26041","10","2024-04-18"
"Germany","East","8410.67","Traditional","86724","2","2024-04-19"
"India","East","7344.93","Traditional","55382","2","2024-04-19"
"China","West","15012.41","Traditional","94353","7","2024-04-19"
"China","North","12901.31","Digital","87411","5","2024-04-19"
"Brazil","East","6326.77","Digital","47924","9","2024-04-19"
"USA","East","12042.89","Digital","45513","5","2024-04-19"
"China","South","11772.4","Traditional","31149","7","2024-04-19"
"China","West","10588.33","Traditional","25341","2","2024-04-19"
"USA","North","5137.87","Digital","58745","5","2024-04-19"
"China","West","13290.46","Traditional","76365","4","2024-04-19"
"Germany","South","8443.4","Digital","37249","5","2024-04-19"
"Germany","North","7426.01","Traditional","56208","1","2024-04-19"
"China","East","13429.36","Traditional","47150","7","2024-04-19"
"Germany","South","19202.4","Traditional","27351","9","2024-04-19"
"China","East","10192.06","Digital","51238","2","2024-04-19"
"USA","West","17312.1","Traditional","27989","4","2024-04-19"
"Brazil","West","5259.33","Traditional","10569","7","2024-04-19"
"China","North","11381.53","Digital","65090","4","2024-04-19"
"Germany","West","10797.86","Digital","91204","9","2024-04-19"
"Germany","West","19187.81","Digital","27081","3","2024-04-19"
"India","West","17355.82","Traditional","16183","8","2024-04-19"
"China","West","7607.63","Digital","94454","8","2024-04-19"
"USA","South","5354.88","Digital","13254","8","2024-04-19"
"Brazil","West","16717.66","Traditional","74452","8","2024-04-19"
"India","North","15752.8","Digital","95671","6","2024-04-20"
"Brazil","West","12953.53","Digital","17860","1","2024-04-20"
"USA","South","6261.78","Digital","23515","6","2024-04-20"
"Germany","East","19954.42","Traditional","65678","4","2024-04-20"
"USA","North","16520.84","Digital","65044","4","2024-04-20"
"Germany","West","9204.83","Traditional","62844","8","2024-04-20"
"USA","North","6172.05","Digital","83283","2","2024-04-20"
"India","North","14755.37","Digital","14578","1","2024-04-20"
"USA","South","9186.45","Digital","74580","7","2024-04-20"
"Brazil","North","18574.8","Digital","22501","10","2024-04-20"
"Brazil","North","18890.25","Traditional","85609","1","2024-04-20"
"Germany","East","11518.19","Digital","28566","2","2024-04-20"
"India","East","18304.42","Digital","75767","8","2024-04-20"
"China","West","16582.68","Traditional","26020","2","2024-04-20"
"Germany","South","9530.56","Traditional","82506","9","2024-04-20"
"Germany","North","16014.01","Traditional","51082","1","2024-04-20"
"USA","South","6271.28","Digital","13959","8","2024-04-20"
"USA","North","12782.11","Traditional","48592","1","2024-04-20"
"USA","South","6042.59","Traditional","24469","1","2024-04-20"
"Germany","South","10312.52","Digital","53134","1","2024-04-20"
"USA","North","13257.45","Traditional","12045","3","2024-04-20"
"Germany","East","12231.11","Traditional","79795","6","2024-04-20"
"India","North","10444.11","Traditional","73514","4","2024-04-20"
"China","East","13321.12","Traditional","27271","10","2024-04-20"
"India","West","7657.79","Digital","11850","4","2024-04-21"
"Germany","East","16781.29","Traditional","64646","4","2024-04-21"
"India","West","18540.71","Traditional","63487","1","2024-04-21"
"Brazil","West","9683.7","Digital","76210","1","2024-04-21"
"Brazil","North","19220.41","Traditional","28257","5","2024-04-21"
"Germany","North","15999.06","Traditional","45573","3","2024-04-21"
"China","South","5626.81","Digital","73875","3","2024-04-21"
"USA","South","9702.6","Traditional","14091","6","2024-04-21"
"China","East","8838.75","Digital","17315","5","2024-04-21"
"India","West","18949","Traditional","50119","10","2024-04-21"
"China","South","8111.65","Digital","31647","1","2024-04-21"
"USA","East","9998.5","Traditional","70900","1","2024-04-21"
"India","West","13068.99","Traditional","16785","2","2024-04-21"
"Germany","North","16186.09","Digital","73982","7","2024-04-21"
"Brazil","East","11115.16","Traditional","56423","9","2024-04-21"
"Germany","West","11117.27","Traditional","19890","10","2024-04-21"
"China","South","5599.48","Traditional","15264","7","2024-04-21"
"China","North","11008.76","Digital","20133","1","2024-04-21"
"India","South","5977.4","Traditional","77806","7","2024-04-21"
"USA","West","10743.87","Digital","27237","2","2024-04-21"
"China","West","18758.56","Digital","68811","10","2024-04-21"
"China","East","5683.16","Traditional","64405","8","2024-04-21"
"Brazil","South","5537.4","Digital","91395","8","2024-04-21"
"India","East","6470.81","Digital","20807","6","2024-04-21"
"USA","East","17521.56","Traditional","61374","4","2024-04-22"
"India","South","6858.19","Traditional","44229","4","2024-04-22"
"Germany","East","8451.25","Traditional","53414","6","2024-04-22"
"USA","North","16681.77","Traditional","97031","1","2024-04-22"
"Brazil","East","18958","Digital","13021","5","2024-04-22"
"India","East","10251.01","Traditional","77765","9","2024-04-22"
"China","West","19108.83","Digital","27550","5","2024-04-22"
"China","East","18258.5","Digital","37860","4","2024-04-22"
"China","South","5217.06","Digital","48368","4","2024-04-22"
"USA","West","11309.28","Digital","40701","7","2024-04-22"
"China","South","8786.2","Digital","93239","5","2024-04-22"
"Brazil","West","6627.32","Digital","76934","2","2024-04-22"
"USA","South","10879.95","Traditional","34316","10","2024-04-22"
"India","West","18375.27","Digital","59463","10","2024-04-22"
"Germany","North","17042.83","Digital","87929","5","2024-04-22"
"Brazil","West","15445.74","Traditional","52941","8","2024-04-22"
"India","East","8769.13","Traditional","35445","2","2024-04-22"
"USA","South","10392.42","Traditional","48596","3","2024-04-22"
"Germany","South","17072.85","Traditional","65443","8","2024-04-22"
"Brazil","North","16894.86","Digital","64163","10","2024-04-22"
"Germany","South","19132.75","Traditional","20103","4","2024-04-22"
"Germany","North","18064.35","Traditional","88195","5","2024-04-22"
"Germany","East","19549.73","Traditional","14024","7","2024-04-22"
"China","North","17906.58","Traditional","42222","8","2024-04-22"
"India","East","19881.68","Traditional","79348","1","2024-04-23"
"Brazil","North","15177.69","Digital","21884","8","2024-04-23"
"Germany","North","14421.79","Digital","22567","3","2024-04-23"
"Brazil","West","9139.11","Digital","17342","6","2024-04-23"
"China","North","12454.95","Traditional","27840","6","2024-04-23"
"China","North","16478.92","Traditional","49778","7","2024-04-23"
"Germany","North","7437.66","Digital","86533","7","2024-04-23"
"Brazil","East","10690.3","Traditional","48654","7","2024-04-23"
"Brazil","East","13098.35","Digital","23123","3","2024-04-23"
"China","South","12864.43","Digital","75242","8","2024-04-23"
"China","North","6654.57","Digital","92366","3","2024-04-23"
"China","South","13652.79","Traditional","92689","5","2024-04-23"
"Brazil","West","14987.76","Traditional","53452","10","2024-04-23"
"Germany","North","15464.72","Digital","25673","6","2024-04-23"
"USA","West","17877.21","Digital","67883","10","2024-04-23"
"Brazil","South","19486.34","Traditional","98230","4","2024-04-23"
"China","East","10104.02","Traditional","66590","6","2024-04-23"
"USA","South","18164.82","Digital","65736","10","2024-04-23"
"China","East","5532.26","Traditional","48432","7","2024-04-23"
"Brazil","South","5432.22","Traditional","13064","6","2024-04-23"
"China","North","19346.29","Digital","44672","8","2024-04-23"
"Brazil","East","11115.09","Digital","61977","9","2024-04-23"
"Germany","South","17674.39","Digital","34986","1","2024-04-23"
"India","West","9678.5","Digital","46365","1","2024-04-23"
"India","South","9437.33","Traditional","95847","4","2024-04-24"
"USA","West","15198.24","Traditional","42265","7","2024-04-24"
"Brazil","West","7317.16","Traditional","40872","1","2024-04-24"
"China","East","5794.39","Digital","61253","5","2024-04-24"
"USA","West","16510.57","Digital","53278","6","2024-04-24"
"Brazil","East","7465.22","Traditional","27228","2","2024-04-24"
"China","North","5125.43","Traditional","81889","2","2024-04-24"
"USA","West","6891.49","Digital","61377","6","2024-04-24"
"Brazil","West","19559.05","Digital","87650","8","2024-04-24"
"Germany","South","11461.67","Traditional","55896","7","2024-04-24"
"Brazil","North","7440.88","Traditional","99707","3","2024-04-24"
"China","West","5190.83","Digital","52278","9","2024-04-24"
"USA","North","7919.88","Digital","98567","9","2024-04-24"
"USA","West","16484.47","Traditional","76107","9","2024-04-24"
"Germany","West","16071.57","Digital","72491","6","2024-04-24"
"Germany","West","14220.01","Traditional","27457","1","2024-04-24"
"USA","West","14859.91","Traditional","79997","8","2024-04-24"
"Germany","East","13548.97","Traditional","49256","4","2024-04-24"
"Germany","East","5301.42","Digital","91856","3","2024-04-24"
"China","East","10670.16","Digital","83005","4","2024-04-24"
"India","West","7273.93","Digital","89936","6","2024-04-24"
"China","West","9621.67","Traditional","65868","5","2024-04-24"
"India","East","14192.32","Digital","95704","1","2024-04-24"
"Brazil","East","10119.55","Traditional","59446","6","2024-04-24"
"USA","East","19959.63","Traditional","83822","2","2024-04-25"
"China","North","13181.82","Traditional","17208","8","2024-04-25"
"Germany","West","18599.78","Digital","23291","8","2024-04-25"
"India","East","18031.73","Traditional","20993","1","2024-04-25"
"China","North","19552.4","Digital","52120","10","2024-04-25"
"Brazil","West","15061.62","Digital","53102","4","2024-04-25"
"Brazil","West","16505.71","Digital","96143","9","2024-04-25"
"Germany","North","5241.66","Digital","54215","3","2024-04-25"
"China","North","15332.19","Digital","86978","2","2024-04-25"
"USA","North","6113.05","Traditional","74547","1","2024-04-25"
"Germany","West","7018.18","Digital","34117","7","2024-04-25"
"India","North","11303.66","Traditional","40606","10","2024-04-25"
"Germany","East","14142.73","Traditional","66267","8","2024-04-25"
"China","North","11905.41","Traditional","38154","10","2024-04-25"
"Germany","West","13713.24","Traditional","17406","3","2024-04-25"
"China","West","17065.78","Digital","74790","5","2024-04-25"
"Brazil","South","14061","Digital","83389","7","2024-04-25"
"USA","South","14178.52","Traditional","90394","1","2024-04-25"
"USA","South","18300.41","Digital","73511","7","2024-04-25"
"China","West","14966.28","Digital","32426","3","2024-04-25"
"India","East","12157.68","Traditional","68604","10","2024-04-25"
"Brazil","East","12061.8","Digital","31149","3","2024-04-25"
"China","East","12022","Digital","90294","1","2024-04-25"
"Brazil","North","17844.87","Digital","52417","5","2024-04-25"
"Brazil","West","12896.65","Traditional","19450","9","2024-04-26"
"Brazil","North","15100.72","Traditional","69484","5","2024-04-26"
"Germany","South","16871.75","Digital","10425","7","2024-04-26"
"Germany","South","7424.97","Traditional","42553","8","2024-04-26"
"India","North","15771.97","Digital","18418","8","2024-04-26"
"USA","North","16882.25","Traditional","91754","2","2024-04-26"
"USA","West","11399.82","Digital","92247","1","2024-04-26"
"India","West","8624.29","Digital","62593","1","2024-04-26"
"China","West","8430.78","Digital","70307","4","2024-04-26"
"USA","East","7400.75","Traditional","13325","6","2024-04-26"
"USA","South","15185.06","Traditional","26127","9","2024-04-26"
"Germany","North","8618.01","Traditional","60090","3","2024-04-26"
"Brazil","South","13228.11","Digital","87192","2","2024-04-26"
"Germany","West","6968.62","Traditional","83186","9","2024-04-26"
"India","North","6779.52","Traditional","22125","7","2024-04-26"
"USA","East","7693.8","Digital","55226","4","2024-04-26"
"China","North","10115.45","Traditional","96734","1","2024-04-26"
"USA","North","18780.83","Traditional","53198","7","2024-04-26"
"China","South","14629.5","Traditional","44642","1","2024-04-26"
"Germany","South","8301.55","Traditional","88413","10","2024-04-26"
"USA","East","5224.44","Traditional","57200","1","2024-04-26"
"USA","East","6915.69","Traditional","34215","10","2024-04-26"
"India","North","17610.62","Digital","87115","9","2024-04-26"
"China","North","16634.8","Digital","24786","5","2024-04-26"
"Brazil","East","6857.34","Digital","44827","6","2024-04-27"
"China","West","10250.56","Digital","53940","1","2024-04-27"
"Brazil","North","10581.68","Digital","13201","2","2024-04-27"
"Brazil","West","18116.3","Digital","66323","5","2024-04-27"
"India","South","10658.45","Traditional","17953","4","2024-04-27"
"India","South","14143.68","Digital","20124","10","2024-04-27"
"USA","North","19931.82","Traditional","80304","1","2024-04-27"
"USA","South","15189.88","Digital","42180","4","2024-04-27"
"USA","South","18893.87","Digital","63780","5","2024-04-27"
"India","West","9023.7","Digital","88061","9","2024-04-27"
"China","West","8618.21","Digital","81662","6","2024-04-27"
"Germany","South","13968.58","Digital","50200","3","2024-04-27"
"Germany","South","15733.12","Traditional","74025","1","2024-04-27"
"Brazil","West","9025.06","Digital","59581","3","2024-04-27"
"Brazil","East","15283.17","Traditional","76630","10","2024-04-27"
"China","North","9529.04","Digital","14830","7","2024-04-27"
"Brazil","West","5325.87","Digital","87452","9","2024-04-27"
"Germany","East","8495.92","Digital","94145","10","2024-04-27"
"China","North","8827.87","Digital","80994","4","2024-04-27"
"USA","East","15488.5","Traditional","58398","8","2024-04-27"
"USA","North","6306.81","Digital","61127","1","2024-04-27"
"China","East","7876.57","Digital","60478","10","2024-04-27"
"Germany","West","6247.6","Digital","65270","9","2024-04-27"
"Germany","West","10511.78","Digital","10496","1","2024-04-27"
