Country,Zone,Product_ID,Product_Category,Units_Sold,Revenue,Cost_of_Goods_Sold,Date,Marketing_Spend,Campaign_Type,Customer_Reach,Brand_Awareness_Score,Customer_Rating,Feedback_Type,Volume_of_Feedback,Competitor_Name,Competitor_Price,Competitor_Market_Share,Profit,Profit Margin
India,North,P65,Carbonated Drinks,970,2809.27,2241.49,2024-03-29,8648.63,Traditional,80605,8,4,Negative,240,Competitor_C,9.31,23.76,567.7800000000002,0.20210944480238646
Germany,North,P94,Water,192,1354.93,1045.44,2024-03-29,13845.72,Traditional,85155,4,2,Positive,170,Competitor_A,8.0,46.04,309.49,0.22841770423564317
Usa,West,P5,Water,825,1840.82,2244.77,2024-03-30,18517.7,Digital,79873,4,2,Positive,172,Competitor_B,8.4,33.33,-403.95000000000005,-0.2194402494540477
China,East,P60,Water,991,2934.95,1747.96,2024-03-30,19053.67,Traditional,38493,3,4,Positive,179,Competitor_C,2.19,29.42,1186.9899999999998,0.4044327842041602
China,East,P87,Water,583,3946.14,1511.1,2024-03-30,19053.67,Traditional,38493,3,4,Positive,179,Competitor_C,2.19,29.42,2435.04,0.6170688318204626
Brazil,West,P19,Juices,787,4633.94,1258.14,2024-03-30,5629.44,Digital,65515,4,3,Positive,142,Competitor_C,8.78,33.92,3375.7999999999993,0.7284945424412055
Germany,North,P21,Carbonated Drinks,307,1436.9,2496.4,2024-03-30,6174.94,Digital,99189,6,5,Negative,199,Competitor_C,8.04,25.45,-1059.5,-0.7373512422576379
Germany,East,P87,Juices,938,1332.5,2729.33,2024-03-31,9225.26,Digital,76874,6,4,Positive,99,Competitor_B,5.66,23.73,-1396.83,-1.0482776735459662
Brazil,South,P27,Carbonated Drinks,849,1555.44,565.51,2024-03-31,7713.43,Digital,71087,10,1,Negative,406,Competitor_A,4.33,29.31,989.9300000000001,0.6364308491487939
India,East,P94,Juices,882,2101.2,2327.13,2024-03-31,11505.39,Traditional,55256,9,1,Negative,445,Competitor_C,6.53,33.82,-225.9300000000003,-0.10752427184466035
India,East,P49,Carbonated Drinks,568,1387.17,1497.87,2024-03-31,11505.39,Traditional,55256,9,4,Positive,170,Competitor_C,6.25,34.71,-110.69999999999982,-0.07980276390060326
Usa,East,P12,Juices,634,4063.11,594.68,2024-04-01,11249.21,Traditional,32400,9,3,Negative,56,Competitor_B,7.87,35.77,3468.4300000000003,0.8536392074051651
Usa,East,P2,Carbonated Drinks,212,1773.91,1742.67,2024-04-01,11249.21,Traditional,32400,9,3,Positive,307,Competitor_B,5.78,41.9,31.24000000000001,0.017610814528358262
India,South,P5,Carbonated Drinks,795,3529.57,1730.16,2024-04-01,13456.91,Traditional,38920,7,4,Positive,494,Competitor_C,2.77,14.07,1799.41,0.5098099768527045
China,South,P98,Carbonated Drinks,113,2269.7,592.61,2024-04-01,8903.66,Traditional,13961,4,2,Positive,330,Competitor_B,4.95,31.45,1677.0899999999997,0.7389038198880908
China,East,P83,Juices,231,2135.35,1808.24,2024-04-01,19821.37,Digital,13045,1,2,Positive,207,Competitor_C,9.85,23.93,327.1099999999999,0.15318800196689064
China,West,P68,Water,881,1896.32,2528.64,2024-04-02,12424.67,Traditional,19662,1,1,Positive,288,Competitor_C,6.74,49.34,-632.3199999999999,-0.33344583192710087
China,East,P66,Juices,730,2897.19,2641.6,2024-04-02,13190.44,Traditional,91681,1,1,Positive,460,Competitor_C,9.85,23.93,255.59000000000015,0.08821996486250475
Brazil,West,P99,Juices,995,3450.6,2273.89,2024-04-02,6014.0,Traditional,83811,10,2,Positive,55,Competitor_C,8.78,33.92,1176.71,0.3410160551788095
China,North,P2,Juices,683,2547.09,2748.67,2024-04-02,8989.26,Digital,16743,5,3,Positive,457,Competitor_C,5.43,48.3,-201.57999999999993,-0.07914129457537815
Brazil,East,P22,Juices,486,1470.99,1104.78,2024-04-02,6902.05,Digital,89965,8,4,Negative,200,Competitor_A,6.8,27.76,366.21000000000004,0.24895478555258704
Germany,South,P10,Juices,228,1389.6,864.85,2024-04-02,6470.16,Digital,95066,6,2,Negative,289,Competitor_A,8.28,48.32,524.7499999999999,0.37762665515256183
Usa,South,P97,Water,179,3913.42,1296.7,2024-04-03,7767.41,Traditional,80810,1,5,Positive,118,Competitor_C,6.67,28.97,2616.7200000000003,0.6686529940563497
India,South,P52,Juices,925,1532.92,1779.43,2024-04-03,6443.36,Traditional,70062,3,3,Positive,303,Competitor_C,3.52,36.56,-246.51,-0.16081074028651202
China,East,P34,Carbonated Drinks,581,2374.65,1885.28,2024-04-04,12401.08,Digital,57494,4,3,Positive,115,Competitor_A,7.27,16.94,489.3700000000001,0.2060808961320616
China,East,P5,Carbonated Drinks,415,3069.62,1938.98,2024-04-04,12401.08,Digital,57494,4,3,Positive,115,Competitor_A,7.27,16.94,1130.6399999999999,0.3683322365634834
Usa,South,P96,Water,682,1033.54,601.26,2024-04-04,18877.78,Traditional,13396,5,3,Positive,315,Competitor_C,6.67,28.97,432.28,0.41825183350426687
Usa,West,P84,Juices,998,4761.63,2834.34,2024-04-05,16837.35,Digital,79398,10,4,Positive,251,Competitor_C,2.36,30.14,1927.29,0.4047542543204743
Usa,West,P60,Carbonated Drinks,119,3582.98,2717.4,2024-04-05,16837.35,Digital,79398,10,2,Positive,86,Competitor_C,1.01,41.6,865.5799999999999,0.24158103031554737
Usa,South,P62,Carbonated Drinks,183,1446.98,2287.92,2024-04-05,19388.21,Digital,93492,3,5,Positive,115,Competitor_A,5.65,27.02,-840.94,-0.5811690555501804
India,East,P82,Juices,106,1617.56,1081.51,2024-04-05,15106.89,Traditional,51105,4,3,Negative,315,Competitor_C,6.53,33.82,536.05,0.3313941986696011
Germany,West,P69,Water,185,4647.72,2425.57,2024-04-05,13658.9,Traditional,79800,6,1,Negative,326,Competitor_A,2.87,21.93,2222.15,0.4781161515753961
China,North,P1,Carbonated Drinks,455,4327.75,1938.87,2024-04-05,5778.55,Traditional,37993,10,2,Positive,290,Competitor_C,9.68,17.62,2388.88,0.5519912194558374
China,North,P48,Carbonated Drinks,344,3278.66,2587.39,2024-04-05,5778.55,Traditional,37993,10,2,Positive,290,Competitor_C,9.68,17.62,691.27,0.21083918430090343
China,North,P61,Water,946,2459.24,884.22,2024-04-05,5778.55,Traditional,37993,10,5,Negative,497,Competitor_B,1.38,13.75,1575.0199999999998,0.6404498950895399
Brazil,West,P92,Water,405,3462.55,1126.89,2024-04-05,11226.49,Digital,79381,10,4,Negative,94,Competitor_C,2.59,15.46,2335.66,0.6745491039840579
Brazil,West,P44,Water,226,3341.72,1940.1,2024-04-05,11226.49,Digital,79381,10,4,Negative,94,Competitor_C,2.59,15.46,1401.62,0.4194307123277833
Brazil,South,P69,Water,155,2744.43,2253.58,2024-04-05,9132.86,Traditional,24255,9,3,Negative,437,Competitor_B,9.0,18.83,490.8499999999999,0.1788531680531112
India,West,P67,Juices,815,3712.8,2570.04,2024-04-06,12803.69,Traditional,44337,2,1,Negative,418,Competitor_C,1.56,14.61,1142.7600000000002,0.30778926955397545
Usa,West,P92,Juices,802,1664.46,2494.41,2024-04-06,16487.62,Digital,10839,1,3,Negative,471,Competitor_C,2.36,30.14,-829.9499999999998,-0.49863018636674944
Brazil,North,P85,Water,726,2064.39,2791.05,2024-04-06,14435.36,Traditional,93175,3,1,Negative,216,Competitor_A,4.73,10.3,-726.6600000000003,-0.35199744234374336
Brazil,North,P37,Carbonated Drinks,461,2963.59,2908.83,2024-04-06,14435.36,Traditional,93175,3,5,Negative,339,Competitor_A,9.9,20.09,54.76000000000022,0.018477589680084026
Brazil,East,P52,Water,222,3108.38,2474.12,2024-04-06,5905.94,Digital,14516,10,5,Negative,387,Competitor_A,8.86,14.81,634.2600000000002,0.20404841106943172
Brazil,East,P53,Carbonated Drinks,450,3089.66,1531.16,2024-04-06,5905.94,Digital,14516,10,4,Negative,234,Competitor_C,2.64,12.45,1558.4999999999998,0.5044244350511059
Brazil,South,P31,Water,720,2350.97,1240.63,2024-04-06,5049.74,Digital,10092,1,4,Positive,341,Competitor_B,9.0,18.83,1110.3399999999997,0.4722901610824467
Brazil,South,P29,Water,846,3284.15,2684.17,2024-04-06,5049.74,Digital,10092,1,4,Positive,341,Competitor_B,9.0,18.83,599.98,0.1826895848240793
Germany,East,P38,Carbonated Drinks,744,2637.69,1725.59,2024-04-06,7008.69,Digital,44276,5,4,Positive,98,Competitor_A,9.96,32.73,912.1000000000001,0.34579499486292936
China,East,P21,Carbonated Drinks,179,2647.26,2201.26,2024-04-07,15088.9,Digital,94338,5,2,Positive,200,Competitor_A,7.27,16.94,446.0,0.16847608470645117
China,East,P82,Carbonated Drinks,318,4421.96,1707.8,2024-04-07,15088.9,Digital,94338,5,2,Positive,200,Competitor_A,7.27,16.94,2714.16,0.6137911695266353
India,East,P63,Carbonated Drinks,101,3339.36,2591.52,2024-04-07,17796.25,Digital,19932,5,1,Positive,341,Competitor_C,6.25,34.71,747.8400000000001,0.223947103636625
Brazil,West,P16,Water,688,1692.57,1091.07,2024-04-08,12968.88,Traditional,52765,7,4,Positive,257,Competitor_C,2.59,15.46,601.5,0.3553767347879261
Brazil,West,P54,Water,318,2673.29,1054.46,2024-04-08,12968.88,Traditional,52765,7,4,Positive,257,Competitor_C,2.59,15.46,1618.83,0.6055571973111783
Brazil,East,P57,Juices,884,2390.82,509.99,2024-04-08,13567.67,Digital,77163,7,5,Negative,379,Competitor_A,6.8,27.76,1880.8300000000002,0.786688249219933
Brazil,East,P42,Water,246,1820.03,1661.72,2024-04-08,13567.67,Digital,77163,7,5,Positive,83,Competitor_A,8.86,14.81,158.30999999999995,0.08698208271292228
Usa,South,P47,Carbonated Drinks,728,2255.97,1025.13,2024-04-08,14869.8,Traditional,68173,2,2,Negative,205,Competitor_A,5.65,27.02,1230.8399999999997,0.5455923616005531
Usa,South,P54,Carbonated Drinks,886,3114.05,2442.32,2024-04-08,14869.8,Traditional,68173,2,2,Negative,205,Competitor_A,5.65,27.02,671.73,0.21570944589842808
India,West,P21,Carbonated Drinks,878,3379.34,2334.69,2024-04-08,13374.43,Traditional,61424,6,4,Positive,329,Competitor_C,1.15,40.65,1044.65,0.309128409689466
Usa,West,P23,Juices,664,2799.43,2386.1,2024-04-08,9804.64,Traditional,78844,5,1,Negative,439,Competitor_C,2.36,30.14,413.3299999999999,0.14764791403964378
China,East,P61,Water,601,4604.53,1948.14,2024-04-08,7319.17,Traditional,91240,7,2,Negative,130,Competitor_C,2.19,29.42,2656.3899999999994,0.576907958032633
China,South,P58,Juices,113,3529.72,1908.8,2024-04-08,13418.12,Traditional,59734,2,2,Negative,155,Competitor_B,4.18,25.86,1620.9199999999998,0.459220561404304
China,South,P99,Juices,516,3045.05,830.66,2024-04-08,13418.12,Traditional,59734,2,2,Negative,155,Competitor_B,4.18,25.86,2214.3900000000003,0.7272097338303148
China,West,P71,Juices,703,1483.12,962.42,2024-04-09,14365.84,Traditional,43800,2,2,Positive,150,Competitor_A,1.46,24.03,520.6999999999999,0.3510842008738335
Usa,North,P54,Carbonated Drinks,675,4641.83,2735.49,2024-04-09,9125.18,Traditional,99111,10,3,Negative,320,Competitor_B,6.78,38.2,1906.3400000000001,0.4106871643295856
Germany,East,P38,Water,385,3845.53,2538.82,2024-04-09,11390.41,Digital,97604,9,2,Negative,298,Competitor_B,9.15,14.99,1306.71,0.33979971551385635
Brazil,North,P89,Juices,333,4864.53,2925.66,2024-04-09,17870.1,Digital,36035,4,3,Positive,298,Competitor_C,1.72,35.44,1938.87,0.3985729351036996
India,North,P46,Juices,396,1098.49,907.58,2024-04-10,5511.47,Digital,41933,1,4,Positive,378,Competitor_B,4.19,31.7,190.90999999999997,0.17379311600469732
Germany,East,P85,Carbonated Drinks,468,3850.09,1307.73,2024-04-10,9159.13,Traditional,15226,2,5,Positive,468,Competitor_A,9.96,32.73,2542.36,0.6603378102849544
India,West,P23,Water,786,1451.53,1415.78,2024-04-11,17613.57,Traditional,19779,2,5,Negative,427,Competitor_C,7.32,14.59,35.75,0.024629184377863357
Usa,West,P2,Carbonated Drinks,411,3535.61,920.37,2024-04-12,15518.58,Digital,52889,2,4,Negative,293,Competitor_C,1.01,41.6,2615.2400000000002,0.7396856553748858
Usa,West,P46,Carbonated Drinks,296,3003.99,942.3,2024-04-12,15518.58,Digital,52889,2,4,Negative,293,Competitor_C,1.01,41.6,2061.6899999999996,0.6863171981264917
Usa,South,P6,Carbonated Drinks,444,1406.34,2895.66,2024-04-12,13123.47,Digital,44486,1,3,Positive,153,Competitor_A,5.65,27.02,-1489.32,-1.0590042237296813
India,South,P12,Carbonated Drinks,311,4985.82,1836.95,2024-04-12,10689.51,Traditional,21844,10,2,Negative,115,Competitor_C,2.77,14.07,3148.87,0.6315651186765667
China,West,P51,Juices,243,4844.32,1814.23,2024-04-12,5308.32,Traditional,45073,3,1,Negative,184,Competitor_A,1.46,24.03,3030.0899999999997,0.6254933612973544
Germany,North,P88,Carbonated Drinks,667,1911.37,1920.88,2024-04-12,17162.7,Digital,83572,1,2,Negative,118,Competitor_C,8.04,25.45,-9.510000000000218,-0.004975488785530912
China,North,P43,Water,895,2015.93,2616.36,2024-04-13,8409.67,Digital,49563,8,1,Negative,381,Competitor_B,1.38,13.75,-600.4300000000001,-0.2978426830296687
China,North,P45,Water,582,1940.23,2760.94,2024-04-13,8409.67,Digital,49563,8,1,Negative,381,Competitor_B,1.38,13.75,-820.71,-0.42299624271349273
China,North,P37,Water,780,1090.89,1925.05,2024-04-13,8409.67,Digital,49563,8,1,Negative,381,Competitor_B,1.38,13.75,-834.1599999999999,-0.7646600482175103
China,West,P28,Carbonated Drinks,266,2096.67,2662.28,2024-04-13,18435.78,Traditional,67643,8,5,Positive,200,Competitor_C,4.46,21.67,-565.6100000000001,-0.26976586682692083
China,West,P75,Carbonated Drinks,487,1427.61,712.1,2024-04-13,18435.78,Traditional,67643,8,5,Positive,200,Competitor_C,4.46,21.67,715.5099999999999,0.5011943037664348
India,North,P83,Water,390,1613.28,2602.8,2024-04-13,9028.84,Digital,48854,5,2,Negative,298,Competitor_A,2.59,38.94,-989.5200000000002,-0.6133591193097294
India,North,P2,Water,958,3624.96,2878.15,2024-04-13,9028.84,Digital,48854,5,2,Negative,298,Competitor_A,2.59,38.94,746.81,0.20601882503531072
Brazil,East,P70,Juices,222,2431.71,1706.53,2024-04-13,17539.33,Traditional,93328,6,4,Negative,116,Competitor_A,6.8,27.76,725.1800000000001,0.2982181263390783
Brazil,East,P10,Juices,304,2650.74,2622.1,2024-04-13,17539.33,Traditional,93328,6,4,Negative,116,Competitor_A,6.8,27.76,28.639999999999873,0.010804530055757967
Germany,North,P67,Water,523,3035.19,2770.0,2024-04-13,18630.2,Traditional,64890,2,2,Negative,213,Competitor_A,8.0,46.04,265.19000000000005,0.08737179550538848
Usa,West,P67,Juices,645,3627.71,1495.93,2024-04-13,6914.3,Digital,87564,10,4,Positive,371,Competitor_C,2.36,30.14,2131.7799999999997,0.5876379313671709
Brazil,East,P1,Juices,943,2057.62,2664.36,2024-04-14,17728.67,Digital,55473,8,4,Positive,110,Competitor_A,6.8,27.76,-606.7400000000002,-0.2948746610161256
Brazil,South,P64,Water,495,2692.0,1841.47,2024-04-14,8551.0,Digital,84070,4,1,Negative,440,Competitor_B,9.0,18.83,850.53,0.3159472511144131
Germany,South,P91,Water,651,1346.13,2519.95,2024-04-14,14324.64,Digital,88162,4,2,Positive,182,Competitor_A,3.37,10.29,-1173.8199999999997,-0.8719960182151796
China,East,P29,Juices,222,1322.8,1717.4,2024-04-14,15493.14,Traditional,76360,3,4,Negative,387,Competitor_C,9.85,23.93,-394.60000000000014,-0.2983066223162989
Brazil,North,P32,Carbonated Drinks,947,4726.09,1741.08,2024-04-14,8835.07,Digital,93713,6,5,Positive,262,Competitor_A,9.9,20.09,2985.01,0.6316024451502193
Usa,South,P88,Juices,455,4606.72,2196.81,2024-04-15,13089.56,Digital,92984,5,1,Positive,386,Competitor_B,3.6,47.57,2409.9100000000003,0.5231292546540706
Germany,East,P64,Water,884,4473.77,2633.88,2024-04-15,12819.13,Traditional,15707,5,3,Negative,334,Competitor_B,9.15,14.99,1839.8900000000003,0.41126164286496625
Germany,East,P2,Water,329,4537.3,2825.32,2024-04-15,12819.13,Traditional,15707,5,3,Negative,334,Competitor_B,9.15,14.99,1711.98,0.3773124986225288
Germany,East,P92,Water,469,1390.07,2330.97,2024-04-15,12819.13,Traditional,15707,5,3,Negative,334,Competitor_B,9.15,14.99,-940.8999999999999,-0.6768723877214816
Germany,West,P5,Water,186,2712.95,2945.32,2024-04-15,9751.69,Traditional,72432,5,5,Positive,423,Competitor_A,2.87,21.93,-232.37000000000035,-0.0856521498737538
Germany,North,P80,Carbonated Drinks,789,1102.72,2628.88,2024-04-16,14016.23,Digital,98272,1,1,Negative,286,Competitor_C,8.04,25.45,-1526.16,-1.3839959373186304
Germany,North,P54,Carbonated Drinks,574,4047.18,2187.82,2024-04-16,14016.23,Digital,98272,1,1,Negative,286,Competitor_C,8.04,25.45,1859.3599999999997,0.45942112779762695
Germany,North,P5,Water,296,4862.06,1397.37,2024-04-16,14016.23,Digital,98272,1,1,Negative,268,Competitor_A,8.0,46.04,3464.6900000000005,0.7125971296117284
Brazil,West,P75,Carbonated Drinks,766,1135.72,1753.28,2024-04-16,10711.15,Digital,21389,1,5,Positive,312,Competitor_A,5.69,38.36,-617.56,-0.5437607861092523
Brazil,North,P77,Carbonated Drinks,384,1152.17,1650.97,2024-04-16,17210.19,Digital,81687,4,5,Negative,64,Competitor_A,9.9,20.09,-498.79999999999995,-0.43292222501887734
India,South,P70,Water,345,1697.94,1623.43,2024-04-16,19051.73,Traditional,39189,6,5,Negative,200,Competitor_A,4.9,23.31,74.50999999999999,0.043882587134998874
India,West,P22,Juices,939,2444.43,568.26,2024-04-16,6161.57,Digital,92457,10,5,Negative,101,Competitor_C,1.56,14.61,1876.1699999999998,0.7675286263055191
India,East,P94,Juices,544,4917.29,947.29,2024-04-17,10667.28,Traditional,71512,5,5,Negative,321,Competitor_C,6.53,33.82,3970.0,0.8073552708910803
Brazil,East,P26,Juices,522,3468.84,673.85,2024-04-17,18032.87,Traditional,60167,10,4,Positive,266,Competitor_A,6.8,27.76,2794.9900000000002,0.8057419771450975
Brazil,East,P79,Juices,987,4030.64,2701.49,2024-04-17,18032.87,Traditional,60167,10,4,Positive,266,Competitor_A,6.8,27.76,1329.15,0.3297615267054364
China,West,P25,Water,597,4053.3,1251.93,2024-04-17,11703.84,Digital,93145,4,2,Negative,164,Competitor_C,6.74,49.34,2801.37,0.6911331507660424
Brazil,North,P49,Carbonated Drinks,124,1365.38,2192.16,2024-04-17,9601.62,Digital,44838,5,3,Positive,96,Competitor_A,9.9,20.09,-826.7799999999997,-0.6055310609500649
India,North,P31,Carbonated Drinks,905,3811.11,1251.68,2024-04-18,11518.55,Traditional,71922,10,1,Negative,473,Competitor_C,9.31,23.76,2559.4300000000003,0.6715707497290816
India,West,P25,Water,238,2365.77,599.92,2024-04-18,13501.74,Digital,13649,1,1,Positive,128,Competitor_C,7.32,14.59,1765.85,0.7464166000921476
India,West,P17,Water,715,3907.55,1815.66,2024-04-18,13501.74,Digital,13649,1,1,Positive,128,Competitor_C,7.32,14.59,2091.8900000000003,0.5353456769587082
India,West,P23,Carbonated Drinks,300,3424.13,2657.49,2024-04-18,13501.74,Digital,13649,1,3,Negative,274,Competitor_C,1.15,40.65,766.6400000000003,0.22389336853448913
Germany,North,P81,Carbonated Drinks,411,1113.76,2615.85,2024-04-18,13763.09,Digital,33702,7,1,Positive,136,Competitor_C,8.04,25.45,-1502.09,-1.3486657807786238
Germany,West,P44,Water,617,3566.38,2629.87,2024-04-18,11797.93,Traditional,66630,8,5,Negative,443,Competitor_A,2.87,21.93,936.5100000000002,0.2625940028824747
India,East,P84,Juices,161,1163.57,1324.32,2024-04-18,13072.92,Traditional,23117,1,1,Negative,308,Competitor_C,6.53,33.82,-160.75,-0.13815241025464733
Usa,East,P91,Water,129,2407.87,581.64,2024-04-18,7471.04,Digital,36066,5,5,Positive,266,Competitor_A,8.32,10.01,1826.23,0.7584421085855965
Usa,East,P88,Carbonated Drinks,497,3128.98,1872.47,2024-04-18,7471.04,Digital,36066,5,5,Positive,478,Competitor_B,5.78,41.9,1256.51,0.40157175820874536
India,West,P18,Juices,165,1615.87,587.3,2024-04-19,17355.82,Traditional,16183,8,3,Negative,198,Competitor_C,1.56,14.61,1028.57,0.636542543645219
Usa,South,P38,Water,843,4903.61,1590.08,2024-04-19,5354.88,Digital,13254,8,1,Positive,311,Competitor_C,6.67,28.97,3313.5299999999997,0.6757327764646862
Usa,South,P79,Water,240,4913.58,831.88,2024-04-19,5354.88,Digital,13254,8,1,Positive,311,Competitor_C,6.67,28.97,4081.7,0.8306977804370743
Usa,West,P28,Juices,355,1816.73,1829.22,2024-04-19,17312.1,Traditional,27989,4,2,Positive,489,Competitor_C,2.36,30.14,-12.490000000000009,-0.006874989679258893
Usa,West,P55,Juices,846,2132.2,1605.89,2024-04-19,17312.1,Traditional,27989,4,2,Positive,489,Competitor_C,2.36,30.14,526.3099999999997,0.24683894568989764
China,North,P72,Juices,615,2675.47,2126.56,2024-04-19,12901.31,Digital,87411,5,1,Positive,312,Competitor_C,5.43,48.3,548.9099999999999,0.2051639525018034
Usa,South,P15,Carbonated Drinks,661,1444.73,2608.04,2024-04-20,6261.78,Digital,23515,6,5,Positive,236,Competitor_A,5.65,27.02,-1163.31,-0.8052092778581464
Usa,South,P56,Carbonated Drinks,454,3939.22,2637.57,2024-04-20,6261.78,Digital,23515,6,5,Positive,236,Competitor_A,5.65,27.02,1301.6499999999996,0.330433436060946
Usa,South,P49,Carbonated Drinks,448,2111.94,867.42,2024-04-20,6261.78,Digital,23515,6,5,Positive,236,Competitor_A,5.65,27.02,1244.52,0.5892781044916049
Usa,South,P95,Carbonated Drinks,664,3319.31,750.33,2024-04-20,6261.78,Digital,23515,6,5,Positive,236,Competitor_A,5.65,27.02,2568.98,0.7739500076823196
Germany,West,P32,Juices,269,3740.85,1519.82,2024-04-20,9204.83,Traditional,62844,8,4,Positive,225,Competitor_C,7.75,15.94,2221.0299999999997,0.5937233516446796
China,West,P86,Water,750,2839.37,2430.95,2024-04-20,16582.68,Traditional,26020,2,4,Negative,56,Competitor_C,6.74,49.34,408.4200000000001,0.1438417677160779
Germany,East,P79,Water,821,4431.74,1537.58,2024-04-21,16781.29,Traditional,64646,4,1,Negative,140,Competitor_B,9.15,14.99,2894.16,0.6530527512895612
