"Country","Zone","Competitor_Name","Competitor_Product_Category","Competitor_Price","Competitor_Market_Share"
"China","South","Competitor_A","Juices","6.99","31.92"
"Germany","East","Competitor_C","Carbonated Drinks","9.31","34.86"
"China","East","Competitor_B","Water","2.65","23.3"
"Germany","East","Competitor_A","Juices","3.91","23.96"
"China","West","Competitor_C","Carbonated Drinks","2.26","40.83"
"Brazil","North","Competitor_C","Carbonated Drinks","7.39","39.22"
"India","North","Competitor_B","Juices","3.92","31.13"
"Brazil","North","Competitor_C","Carbonated Drinks","6.47","21.14"
"China","North","Competitor_B","Water","5.6","34.79"
"USA","South","Competitor_C","Water","7.93","14.29"
"Germany","North","Competitor_A","Juices","1.11","17.75"
"Germany","East","Competitor_B","Carbonated Drinks","9.37","29.75"
"Brazil","South","Competitor_A","Water","1.93","46.41"
"USA","North","Competitor_C","Juices","3.23","42.48"
"China","North","Competitor_B","Carbonated Drinks","2.54","34.37"
"Germany","South","Competitor_C","Water","2.88","18.19"
"Brazil","West","Competitor_A","Juices","2.69","36.36"
"USA","South","Competitor_C","Water","8.8","22.83"
"India","North","Competitor_A","Juices","2.68","17.6"
"China","East","Competitor_B","Water","8.64","18.94"
"Germany","East","Competitor_C","Water","2.46","45.4"
"China","North","Competitor_B","Carbonated Drinks","4.83","31.68"
"China","South","Competitor_A","Water","2.31","14.39"
"China","South","Competitor_C","Carbonated Drinks","1.1","13.09"
"India","North","Competitor_B","Carbonated Drinks","5.05","37.86"
"China","North","Competitor_B","Water","2.91","45.18"
"Brazil","South","Competitor_A","Juices","2.85","34.04"
"India","North","Competitor_B","Carbonated Drinks","9.16","42.1"
"China","South","Competitor_C","Carbonated Drinks","6.26","13.38"
"USA","West","Competitor_A","Carbonated Drinks","8.33","48.23"
"USA","South","Competitor_B","Water","4.86","16.37"
"Germany","East","Competitor_B","Carbonated Drinks","4.72","12.99"
"India","West","Competitor_A","Water","3.94","35.94"
"USA","West","Competitor_A","Carbonated Drinks","7.88","26.19"
"China","East","Competitor_B","Water","7.26","46.99"
"Brazil","East","Competitor_C","Juices","1.82","25.59"
"India","North","Competitor_C","Water","5.05","39.1"
"Germany","West","Competitor_B","Water","3.6","42.39"
"China","East","Competitor_B","Carbonated Drinks","6.33","38.23"
"Brazil","North","Competitor_A","Carbonated Drinks","5.79","27.53"
"Germany","East","Competitor_B","Carbonated Drinks","3.84","21.49"
"USA","North","Competitor_C","Carbonated Drinks","8.46","20.7"
"China","South","Competitor_A","Water","5.5","21.13"
"USA","North","Competitor_A","Juices","4.52","33.87"
"Brazil","East","Competitor_A","Carbonated Drinks","9.01","32.77"
"China","East","Competitor_A","Carbonated Drinks","4.66","36.55"
"China","South","Competitor_C","Juices","5.72","34.7"
"India","West","Competitor_C","Carbonated Drinks","4.82","31.53"
"India","West","Competitor_B","Juices","1.33","24.56"
"USA","West","Competitor_A","Water","8.99","23.58"
"Germany","West","Competitor_C","Juices","4.15","10.67"
"Brazil","West","Competitor_C","Juices","1.89","18.82"
"China","East","Competitor_B","Carbonated Drinks","3.9","22.7"
"Brazil","South","Competitor_B","Juices","7.43","11.21"
"Germany","West","Competitor_B","Water","3.18","43.3"
"Germany","East","Competitor_C","Juices","1.07","47.4"
"China","North","Competitor_B","Juices","9.99","38.03"
"China","West","Competitor_C","Juices","7.9","19.31"
"India","South","Competitor_C","Water","2.91","13.29"
"India","South","Competitor_C","Water","7.65","30.52"
"India","North","Competitor_B","Carbonated Drinks","1.49","16.61"
"China","East","Competitor_C","Water","3.63","24.84"
"India","North","Competitor_C","Carbonated Drinks","2.72","25.08"
"Brazil","North","Competitor_A","Juices","9.87","49.19"
"China","North","Competitor_A","Juices","4.28","31.98"
"China","East","Competitor_A","Juices","7.05","28.88"
"Brazil","East","Competitor_B","Juices","7.4","26.92"
"USA","East","Competitor_C","Juices","6.38","16.63"
"Brazil","South","Competitor_B","Water","3.05","22"
"India","East","Competitor_C","Juices","2.29","21.95"
"Brazil","South","Competitor_B","Carbonated Drinks","5.16","49.67"
"Germany","East","Competitor_A","Water","7.91","14.88"
"USA","North","Competitor_A","Carbonated Drinks","5.74","22.64"
"USA","South","Competitor_C","Juices","4.91","45.13"
"India","North","Competitor_A","Juices","8.28","18.66"
"India","East","Competitor_C","Juices","9.07","19.27"
"USA","East","Competitor_A","Carbonated Drinks","5.16","37.06"
"USA","East","Competitor_B","Carbonated Drinks","8.36","46.96"
"Brazil","North","Competitor_C","Water","4.05","40.86"
"Germany","South","Competitor_B","Carbonated Drinks","5.3","28.39"
"Germany","South","Competitor_B","Carbonated Drinks","6.7","13.03"
"India","South","Competitor_A","Juices","7.59","15.8"
"China","West","Competitor_A","Juices","8.9","48.01"
"China","North","Competitor_C","Carbonated Drinks","6.48","15.04"
"USA","East","Competitor_C","Juices","7.34","45.41"
"Brazil","East","Competitor_A","Juices","8.11","24.18"
"Germany","West","Competitor_A","Carbonated Drinks","5.84","43.2"
"Germany","South","Competitor_C","Water","2.7","11.75"
"Germany","North","Competitor_C","Water","5.99","42.74"
"Brazil","East","Competitor_B","Juices","3.82","32.04"
"India","North","Competitor_B","Juices","8.5","44.59"
"USA","West","Competitor_B","Carbonated Drinks","8.05","10.32"
"Brazil","East","Competitor_C","Juices","6.1","45.14"
"Brazil","West","Competitor_B","Water","9.45","21.63"
"India","East","Competitor_C","Carbonated Drinks","3.87","20.41"
"China","West","Competitor_C","Carbonated Drinks","9.39","41.53"
"Germany","South","Competitor_A","Water","6.76","46.3"
"USA","West","Competitor_B","Juices","7.37","49.93"
"China","West","Competitor_A","Juices","1.93","12.1"
"USA","East","Competitor_A","Juices","5.04","49.73"
"USA","West","Competitor_C","Carbonated Drinks","8.71","21.67"
"Germany","North","Competitor_A","Juices","9.68","35.35"
"Brazil","South","Competitor_B","Juices","7.77","18.58"
"USA","West","Competitor_B","Juices","9.78","31.83"
"Brazil","South","Competitor_C","Juices","6.99","21.87"
"USA","South","Competitor_A","Juices","7.6","17.31"
"Brazil","West","Competitor_B","Carbonated Drinks","9.56","47.07"
"USA","South","Competitor_A","Juices","8.28","20.2"
"USA","South","Competitor_A","Carbonated Drinks","1.22","47.88"
"Brazil","South","Competitor_B","Juices","1.02","18.28"
"China","North","Competitor_C","Water","2.75","33.97"
"Germany","East","Competitor_C","Carbonated Drinks","4.03","19.74"
"China","West","Competitor_C","Juices","7.68","17.18"
"Brazil","West","Competitor_A","Juices","4.49","26.37"
"USA","North","Competitor_A","Water","9.67","34.57"
"China","South","Competitor_C","Carbonated Drinks","5.46","34.98"
"USA","West","Competitor_A","Carbonated Drinks","9.24","36.57"
"India","West","Competitor_A","Juices","5.84","28.3"
"India","South","Competitor_A","Water","8.4","28.56"
"USA","West","Competitor_B","Juices","1.11","32.49"
"China","West","Competitor_C","Carbonated Drinks","4.57","20.39"
"China","North","Competitor_B","Juices","9.59","22.94"
"Brazil","West","Competitor_A","Water","1.84","12.66"
"China","West","Competitor_A","Water","5.86","13.33"
"Brazil","South","Competitor_C","Juices","3.03","25.18"
"India","West","Competitor_A","Juices","8.56","38.44"
"Germany","East","Competitor_A","Water","7.28","27.09"
"Brazil","South","Competitor_C","Water","9.01","27.94"
"Germany","East","Competitor_B","Carbonated Drinks","6.11","35.6"
"USA","South","Competitor_C","Juices","2.67","30.07"
"China","South","Competitor_A","Juices","2.34","18.6"
"USA","North","Competitor_B","Carbonated Drinks","9.42","11.27"
"USA","North","Competitor_A","Juices","3.25","46.02"
"Brazil","North","Competitor_C","Water","7.38","15.58"
"Germany","South","Competitor_B","Juices","1.26","13.24"
"Brazil","North","Competitor_C","Juices","1.75","38.53"
"Germany","North","Competitor_A","Juices","3.89","41.49"
"USA","West","Competitor_B","Juices","2.81","44.43"
"India","North","Competitor_A","Carbonated Drinks","6.96","34.92"
"Germany","West","Competitor_B","Juices","6.4","43.36"
"China","South","Competitor_B","Carbonated Drinks","4.15","16.25"
"Germany","North","Competitor_C","Carbonated Drinks","3.11","47.89"
"China","East","Competitor_B","Carbonated Drinks","5.67","37.41"
"China","West","Competitor_B","Water","7.34","37.11"
"India","East","Competitor_A","Carbonated Drinks","3.45","18.95"
"USA","East","Competitor_B","Water","9.13","49.17"
"Brazil","South","Competitor_B","Juices","2.56","44.67"
"USA","East","Competitor_B","Juices","1.59","21.83"
"Germany","East","Competitor_C","Carbonated Drinks","8.11","17.86"
"Germany","North","Competitor_A","Juices","1.77","37.19"
"USA","North","Competitor_A","Water","2.26","19.08"
"Brazil","East","Competitor_C","Juices","5.34","33.24"
"India","East","Competitor_B","Carbonated Drinks","7.83","44.6"
"Brazil","West","Competitor_C","Carbonated Drinks","8.3","43.32"
"Germany","North","Competitor_A","Juices","2.42","12.29"
"Germany","North","Competitor_C","Juices","2.41","25.31"
"Brazil","East","Competitor_C","Carbonated Drinks","1.98","16.98"
"USA","West","Competitor_A","Water","5.97","17.72"
"Brazil","North","Competitor_A","Water","2.63","42.17"
"Brazil","West","Competitor_C","Carbonated Drinks","2.13","27.45"
"China","East","Competitor_C","Water","9.68","42.16"
"Brazil","South","Competitor_A","Juices","4.63","38.71"
"India","West","Competitor_A","Carbonated Drinks","2.84","12.71"
"Brazil","South","Competitor_C","Juices","9.48","29.95"
"India","East","Competitor_C","Water","7.14","20.24"
"USA","West","Competitor_B","Juices","3.32","46.14"
"Brazil","West","Competitor_C","Water","4.94","36.88"
"India","West","Competitor_B","Carbonated Drinks","8.59","13.32"
"Germany","South","Competitor_A","Juices","9.16","34.53"
"USA","South","Competitor_A","Water","2","33.45"
"China","West","Competitor_C","Juices","9.33","16.26"
"Germany","East","Competitor_B","Juices","7.37","43.21"
"Germany","South","Competitor_A","Carbonated Drinks","3.5","26.64"
"Brazil","South","Competitor_A","Carbonated Drinks","4.04","38.44"
"Germany","North","Competitor_C","Juices","8.65","22.29"
"Germany","North","Competitor_B","Water","3.12","49.44"
"India","East","Competitor_A","Juices","6.31","32.61"
"USA","East","Competitor_C","Carbonated Drinks","2.51","47.65"
"India","South","Competitor_A","Carbonated Drinks","2.34","42.4"
"China","South","Competitor_A","Carbonated Drinks","4.21","30.96"
"Germany","North","Competitor_B","Carbonated Drinks","9.05","31.01"
"Germany","North","Competitor_A","Water","9.07","14.44"
"Germany","South","Competitor_A","Water","2.47","14.23"
"Germany","North","Competitor_A","Water","3.04","29.54"
"Germany","North","Competitor_C","Juices","3.72","30.95"
"China","North","Competitor_A","Water","8.28","45.94"
"China","North","Competitor_C","Carbonated Drinks","4.56","44.63"
"Germany","North","Competitor_C","Juices","3.07","16.52"
"India","West","Competitor_B","Juices","5.11","30.73"
"USA","North","Competitor_A","Water","6.29","44.76"
"Germany","North","Competitor_C","Juices","2.25","11.58"
"India","North","Competitor_A","Juices","2.22","48.96"
"India","East","Competitor_C","Juices","1.75","23.69"
"Germany","West","Competitor_B","Carbonated Drinks","1.01","35.99"
"USA","North","Competitor_B","Juices","5.15","46.17"
"China","North","Competitor_B","Carbonated Drinks","8.01","10.8"
"Brazil","East","Competitor_B","Carbonated Drinks","9.77","36.8"
"Germany","East","Competitor_B","Juices","8.06","23.1"
"Brazil","West","Competitor_B","Water","5.08","34.68"
"Germany","North","Competitor_A","Carbonated Drinks","1.07","15.09"
"Germany","South","Competitor_C","Water","2.07","23.29"
"Brazil","South","Competitor_C","Carbonated Drinks","3.06","45.25"
"USA","North","Competitor_A","Carbonated Drinks","6.47","32.27"
"USA","South","Competitor_C","Carbonated Drinks","9.77","18.18"
"China","South","Competitor_B","Water","8.7","17.75"
"Germany","South","Competitor_B","Carbonated Drinks","3.48","27.84"
"China","East","Competitor_C","Juices","9.78","44.1"
"India","North","Competitor_B","Juices","5.63","15.29"
"Germany","West","Competitor_C","Water","5.21","40.42"
"USA","North","Competitor_B","Water","7.09","15.26"
"China","North","Competitor_C","Carbonated Drinks","6.41","36.37"
"China","North","Competitor_B","Carbonated Drinks","5.17","12.15"
"Germany","West","Competitor_A","Juices","7.56","20.14"
"USA","North","Competitor_A","Water","8.42","45.01"
"China","South","Competitor_A","Water","3.27","24.72"
"Germany","North","Competitor_C","Water","2.89","36.37"
"Brazil","West","Competitor_A","Juices","9.81","46.01"
"Brazil","East","Competitor_A","Water","8.67","42.7"
"China","West","Competitor_B","Water","8.85","13.75"
"Germany","East","Competitor_A","Juices","5.35","48.62"
"China","East","Competitor_B","Carbonated Drinks","5.21","31.84"
"Germany","East","Competitor_C","Carbonated Drinks","7.98","39.64"
"Germany","West","Competitor_A","Carbonated Drinks","5.08","27.46"
"China","North","Competitor_C","Juices","8.92","19.32"
"China","East","Competitor_A","Water","3.2","15.69"
"India","West","Competitor_C","Juices","2.35","45.56"
"Germany","East","Competitor_C","Water","5.76","12.19"
"USA","South","Competitor_B","Carbonated Drinks","8.41","38.65"
"China","East","Competitor_C","Carbonated Drinks","4.56","27.77"
"India","South","Competitor_B","Juices","4.6","39.75"
"USA","South","Competitor_A","Carbonated Drinks","9.99","19.93"
"China","North","Competitor_C","Water","4.72","20.94"
"USA","North","Competitor_B","Juices","7.88","47.31"
"Brazil","North","Competitor_A","Juices","8.56","22.62"
"India","North","Competitor_B","Water","2.1","24.26"
"USA","East","Competitor_B","Water","3.04","28.59"
"China","East","Competitor_A","Juices","7.41","34.93"
"China","East","Competitor_C","Water","3.6","47.02"
"USA","South","Competitor_C","Juices","8.99","31.93"
"China","East","Competitor_A","Water","9.01","11.71"
"Brazil","South","Competitor_C","Water","2.3","41.44"
"USA","East","Competitor_C","Carbonated Drinks","7.56","25.29"
"India","East","Competitor_C","Carbonated Drinks","3.83","32.87"
"USA","West","Competitor_C","Juices","2.42","46.62"
"USA","South","Competitor_C","Water","6","32.5"
"India","South","Competitor_B","Water","1.54","11.52"
"Germany","West","Competitor_B","Carbonated Drinks","2.63","31.25"
"Brazil","South","Competitor_C","Carbonated Drinks","8.06","34.88"
"China","North","Competitor_A","Juices","3.89","22.89"
"Brazil","North","Competitor_C","Carbonated Drinks","3.99","28.09"
"Germany","South","Competitor_A","Water","3.72","47.15"
"Brazil","West","Competitor_B","Juices","7.37","28.39"
"USA","South","Competitor_A","Juices","4.12","22.68"
"India","West","Competitor_A","Water","5.97","34.41"
"Germany","East","Competitor_B","Juices","3.45","41.05"
"China","West","Competitor_A","Water","2.17","13.63"
"India","East","Competitor_B","Carbonated Drinks","4.19","17.67"
"Germany","West","Competitor_B","Juices","2.42","44.58"
"Brazil","West","Competitor_A","Carbonated Drinks","3.5","16.46"
"USA","East","Competitor_A","Water","6.18","39.99"
"China","West","Competitor_B","Carbonated Drinks","6.37","11.77"
"USA","West","Competitor_A","Carbonated Drinks","2.06","45.91"
"Germany","West","Competitor_B","Water","3.44","41.59"
"Germany","North","Competitor_C","Water","2.84","46.58"
"India","West","Competitor_A","Juices","9.05","36.08"
"China","West","Competitor_B","Carbonated Drinks","1.33","45.51"
"Brazil","West","Competitor_C","Water","1.34","45.89"
"China","South","Competitor_B","Water","5.11","47.83"
"Brazil","North","Competitor_C","Water","7.83","49.96"
"India","East","Competitor_A","Water","8.06","46.3"
"China","West","Competitor_C","Juices","4.09","21.73"
"China","North","Competitor_A","Carbonated Drinks","7.45","12.63"
"Germany","East","Competitor_B","Water","6.7","26.16"
"Brazil","North","Competitor_A","Water","6.14","24.02"
"India","East","Competitor_C","Juices","5.88","46.18"
"USA","West","Competitor_A","Carbonated Drinks","6.37","18.84"
"India","North","Competitor_C","Water","5.61","12.39"
"China","North","Competitor_C","Juices","3.48","37.5"
